pair_id	style	prompt_far	prompt_close	negative_prompt
focus_00945	a stained glass depiction of	bold chess king, frontal view	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00946	a stained glass depiction of	bold chess king, frontal view	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00947	a stained glass depiction of	bold chess king, frontal view	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00948	a stained glass depiction of	bold chess king, frontal view	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00949	a stained glass depiction of	bold chess king, frontal view	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00950	a stained glass depiction of	castle silhouette, large simple shapes	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00951	a stained glass depiction of	castle silhouette, large simple shapes	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00952	a stained glass depiction of	castle silhouette, large simple shapes	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00953	a stained glass depiction of	castle silhouette, large simple shapes	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00954	a stained glass depiction of	castle silhouette, large simple shapes	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00955	a stained glass depiction of	castle silhouette, large simple shapes	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00956	a stained glass depiction of	castle silhouette, large simple shapes	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00957	a stained glass depiction of	castle silhouette, large simple shapes	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00958	a stained glass depiction of	castle silhouette, large simple shapes	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00959	a stained glass depiction of	castle silhouette, large simple shapes	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00960	a stained glass depiction of	castle silhouette, large simple shapes	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00961	a stained glass depiction of	castle silhouette, large simple shapes	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00962	a stained glass depiction of	castle silhouette, large simple shapes	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00963	a stained glass depiction of	castle silhouette, large simple shapes	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00964	a stained glass depiction of	castle silhouette, large simple shapes	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00965	a stained glass depiction of	castle silhouette, large simple shapes	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00966	a stained glass depiction of	castle silhouette, large simple shapes	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00967	a stained glass depiction of	castle silhouette, large simple shapes	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00968	a stained glass depiction of	castle silhouette, large simple shapes	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00969	a stained glass depiction of	castle silhouette, large simple shapes	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00970	a stained glass depiction of	castle silhouette, large simple shapes	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00971	a stained glass depiction of	castle silhouette, large simple shapes	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00972	a stained glass depiction of	castle silhouette, large simple shapes	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00973	a stained glass depiction of	castle silhouette, large simple shapes	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00974	a stained glass depiction of	castle silhouette, large simple shapes	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00975	a stained glass depiction of	temple gate, frontal view	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00976	a stained glass depiction of	temple gate, frontal view	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00977	a stained glass depiction of	temple gate, frontal view	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00978	a stained glass depiction of	temple gate, frontal view	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00979	a stained glass depiction of	temple gate, frontal view	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00980	a stained glass depiction of	temple gate, frontal view	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00981	a stained glass depiction of	temple gate, frontal view	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00982	a stained glass depiction of	temple gate, frontal view	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00983	a stained glass depiction of	temple gate, frontal view	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00984	a stained glass depiction of	temple gate, frontal view	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00985	a stained glass depiction of	temple gate, frontal view	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00986	a stained glass depiction of	temple gate, frontal view	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00987	a stained glass depiction of	temple gate, frontal view	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00988	a stained glass depiction of	temple gate, frontal view	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00989	a stained glass depiction of	temple gate, frontal view	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00990	a stained glass depiction of	temple gate, frontal view	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
